1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1465573958	1229752606714728454
1382431445063495688	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
80802900	4757894056
80802900	527445533
1229752606714728454	1229752606714728454
714767463586603009	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	527445533
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1370269173436317697	1229752606714728454
380648579	3231054096
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	853523328
1382431445063495688	1229752606714728454
1370269173436317697	1229752606714728454
80802900	29188599
80802900	711608180535640064
80802900	631283641
80802900	631283641
380648579	29447428
380648579	1373739644
380648579	1373739644
380648579	832019161454817280
80802900	631283641
1229752606714728454	1229752606714728454
1370269173436317697	1229752606714728454
380648579	3231054096
80802900	711608180535640064
1229752606714728454	1229752606714728454
380648579	832019161454817280
1229752606714728454	1229752606714728454
1370269173436317697	1229752606714728454
380648579	1373739644
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1370269173436317697	1229752606714728454
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
80802900	2800413166
80802900	711608180535640064
1229752606714728454	1229752606714728454
1229752606714728454	711608180535640064
1480623037204635649	1229752606714728454
1480623037204635649	1229752606714728454
1480623037204635649	1229752606714728454
1480623037204635649	1229752606714728454
80802900	711608180535640064
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
1480623037204635649	1229752606714728454
80802900	711608180535640064
80802900	711608180535640064
1229752606714728454	1229752606714728454
1229752606714728454	1229752606714728454
380648579	3231054096
1229752606714728454	1229752606714728454
